Post ID,POST,Share Count,comment id,TEXT,data__comments__data__like_count,data__comments__paging__cursors__before,data__comments__paging__cursors__after,paging__cursors__before,paging__cursors__after,paging__next,data__comments__data__live_broadcast_timestamp,data__sharedposts__data__id,data__sharedposts__data__name,data__sharedposts__paging__cursors__before,data__sharedposts__paging__cursors__after,data__sharedposts__paging__next,data__comments__paging__next,data__comments__data__reactions__data__id,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - report_spam_clicks
,,,171643924466221_171647544465859,No se escucho nada,1,,,,,,,,,,,,,,7076,7076,0,9812,9812,0,143,93,107,5,5,8559,6294,0,0,119,0,0,0,0,0,0,0,0,0,0,13,50,,14,52,,26,72,,,33,74,,,5,,,5,,
,,,171643924466221_171649001132380,Yo no entre ahora como le ago,0,,,,,,,,,,,,,,5242,5242,0,7074,7074,0,92,62,79,3,3,6467,4616,0,0,86,0,0,0,0,0,0,0,0,0,0,4,37,,4,43,,38,29,,,46,33,,,1,2,,1,2,
,,,171643924466221_171651541132126,Tampoco pude entrar me botaba mi hijo es de 3°H,0,,,,,,,,,,,,,,17667,17667,0,24021,24021,0,433,298,359,4,4,18753,13881,0,0,350,0,0,0,0,0,0,0,0,0,0,49,170,2,52,178,3,103,213,,,138,221,,,2,2,,2,2,
,,,171643924466221_171658457798101,Martin Lara Martinez.2 D.,1,,,,,,,,,,,,,,7562,7562,0,10261,10261,0,123,83,93,3,3,9120,6796,0,0,109,0,0,0,0,0,0,0,0,0,0,9,39,,10,41,,26,59,,,30,63,,,2,1,,2,1,
,,,171643924466221_171667471130533,Yo tampoco la mía era de primero 1c y de ven de entender que a muchos se nos va el internet y dicen que si se salen reprueban no lo creo justo entonces si se me va el internet cuando mi hija esté en línea ya la van a repobrar,3,,,,,,,,,,,,,,1865,1865,0,2235,2235,0,108,95,114,0,0,2046,1702,0,0,99,0,0,0,0,1277,1371,0,0,0,30393,,17,,,19,,95,3,,,111,3,,,,,,,,
,,,171643924466221_171667817797165,Deben de ver eso yo vivo en los pinos no sé si alguien más viva para aya pero se está llendo mucho la señal de cable internet los canales también se va la señal y de rato regresa,1,,,,,,,,,,,,,,6679,6679,0,8898,8898,0,92,56,74,2,2,8075,6005,0,0,82,0,0,0,0,0,0,0,0,0,0,7,41,1,7,42,1,27,34,,,38,36,,,1,1,,1,1,
,,,171643924466221_172165584414055,Mi sobrino no supieron de la reunion .es del grupo G,0,,,,,,,,,,,,,,8984,8984,0,11637,11637,0,147,77,101,3,3,9744,7351,0,0,122,0,0,0,0,0,0,0,0,0,0,21,73,,21,77,,39,47,,,54,47,,,,3,,,3,
,,,171643924466221_172418907722056,Yo no supe a q hora,0,,,,,,,,,,,,,,6381,6381,0,8663,8663,0,111,56,65,5,6,7540,5474,0,0,98,0,0,0,0,0,0,0,0,0,0,12,67,,12,68,,32,25,,,38,27,,,4,2,,4,2,
109037004060247_345024349869123,"Si no pudiste entrar a la reunión en las salas, esta es una transmisión en vivo de lo que trataron.",45,345024349869123_345028063202085,Buenas tardes,0,MjM3,MjEz,,,,49,222450205811439_229552398434553,ETA 16 Dolores Hidalgo,MjI5NTUyMzk4NDM0NTUzOjk6MAZDZD,OTI2MzUxNTI0NTE3NzA0Ojk6MAZDZD,https://graph.facebook.com/v8.0/109037004060247_345024349869123/sharedposts?access_token=EAAI6zYHYg7MBAEuCcuy8EGZBuOgfOKEjjbfBufkAtrV4s3SDvxbmNRvflwxNdr0OHti5AP05rLT41BR7VqXfj4IKAx934ZCyNZAQZAlfq4rQ5fgoamEMPRnp8ZAuaA6ZCOf018U7eERrf1zAsIbZApFc2ZB6ZBTMzZC3PCNgWgjrj4iOw9PRdxTiXi6ex3FWbrjPsZD&fields=id%2Cmessage%2Cname&limit=25&after=OTI2MzUxNTI0NTE3NzA0Ojk6MAZDZD,https://graph.facebook.com/v8.0/109037004060247_345024349869123/comments?access_token=EAAI6zYHYg7MBAEuCcuy8EGZBuOgfOKEjjbfBufkAtrV4s3SDvxbmNRvflwxNdr0OHti5AP05rLT41BR7VqXfj4IKAx934ZCyNZAQZAlfq4rQ5fgoamEMPRnp8ZAuaA6ZCOf018U7eERrf1zAsIbZApFc2ZB6ZBTMzZC3PCNgWgjrj4iOw9PRdxTiXi6ex3FWbrjPsZD&fields=id%2Clive_broadcast_timestamp%2Cmessage%2Clike_count%2Creactions&limit=25&after=MjEz,,25446,25446,0,35238,35238,0,649,490,600,10,11,12940,9068,0,0,352,0,0,0,0,0,0,0,0,0,0,50,201,7,52,203,8,230,296,,,286,314,,,4,7,,4,6,
,,,345024349869123_345035843201307,"Gracias compañeras!!😊 Padres de familia estamos en la mejor disposición, para asesorarlos ante cualquier duda e inquietud. ",0,,,,,,557,318732865852697_326632988396018,ETA 16 Dolores Hidalgo,,,,,,10281,10281,0,13660,13660,0,283,215,269,5,5,11436,8529,0,0,229,0,0,0,0,0,0,0,0,0,0,19,94,4,19,95,4,93,143,,,115,154,,,1,4,,1,4,
,,,345024349869123_345029709868587,La guata,0,,,,,,202,1535428483304839_1545371275643893,ETA 16 Dolores Hidalgo,,,,,,5623,5623,0,7717,7717,0,113,73,95,1,1,6781,4754,0,0,101,0,0,0,0,0,0,0,0,0,0,11,51,1,12,55,2,28,50,,,38,57,,,,1,,,1,
,,,345024349869123_345033459868212,Fátima Amairani Márquez Juárez 3.C turno matutino ,0,,,,,,391,630607787873066_639234990343679,ETA 16 Dolores Hidalgo,,,,,,10369,10369,0,14057,14057,0,243,169,208,7,8,11889,8826,0,0,215,0,0,0,0,0,0,0,0,0,0,26,82,1,27,82,1,62,124,,,85,123,,,2,6,,2,5,
,,,345024349869123_345029206535304,Emiliano cortes tapia,0,,,,,,140,674885190040434_684041759124777,ETA 16 Dolores Hidalgo,,,,,,5699,5699,0,7460,7460,0,70,40,48,5,7,6666,5151,0,0,58,0,0,0,0,0,0,0,0,0,0,6,39,,6,41,,20,21,,,25,23,,,4,3,,3,3,
,,,345024349869123_345035566534668,Hasta cuando volvemos?,0,,,,,,642,760430431166607_768494423693541,ETA 16 Dolores Hidalgo,,,,,,13381,13381,0,19583,19583,0,194,134,149,4,5,8119,5908,0,0,73,0,0,0,0,0,0,0,0,0,0,21,54,1,23,57,1,51,13,75,,57,13,79,,2,3,,2,2,
,,,345024349869123_345029549868603,Que va a ver,0,,,,,,170,917681015384755_926351524517704,ETA 16 Dolores Hidalgo,,,,,,8071,8071,0,10655,10655,0,100,63,71,6,6,9715,7409,0,0,90,0,0,0,0,0,0,0,0,0,0,7,41,,7,44,,33,32,,,38,33,,,3,3,,3,3,
,,,345024349869123_345031426535082,César Arnulfo Barrientos Barrón 2H,0,,,,,,289,,,,,,,,7954,7954,0,10778,10778,0,173,98,148,4,4,9344,6880,0,0,135,0,0,0,0,0,0,0,0,0,0,15,91,3,17,91,6,46,29,34,,59,30,59,,,4,,,4,
,,,345024349869123_345035046534720,Los de primero y segundo no saben lo que les espera,0,,,,,,617,,,,,,,,6431,6431,0,8795,8795,0,96,52,62,3,3,7895,5804,0,0,83,0,0,0,0,0,0,0,0,0,0,8,52,1,8,54,1,26,28,,,31,31,,,3,,,3,,
,,,345024349869123_345029259868632,Ya extrañaba estás madres,0,,,,,,147,,,,,,,,5865,5865,0,7861,7861,0,89,59,65,2,2,7072,5345,0,0,80,0,0,0,0,0,0,0,0,0,0,10,34,,11,34,,35,26,,,39,26,,,2,,,2,,
,,,345024349869123_345033029868255,Mariana gonsalez garcia 3G ...juan Manuel González garcia 1H precentes,0,,,,,,468,,,,,,,,7471,7471,0,10485,10485,0,145,73,91,3,3,8525,6214,0,0,115,0,0,0,0,0,0,0,0,0,0,19,77,1,21,78,1,36,41,,,44,47,,,3,,,3,,
,,,345024349869123_345031289868429,Presente David Sánchez 2c,0,,,,,,338,,,,,,,,9231,9231,0,12533,12533,0,176,122,147,3,3,10379,7595,0,0,141,0,0,0,0,0,0,0,0,0,0,19,68,1,22,70,1,86,48,,,96,51,,,1,2,,1,2,
,,,345024349869123_345031743201717,Oscar Ulises González Rodríguez 3 E,0,,,,,,362,,,,,,,,15462,15462,0,21937,21937,0,693,497,585,15,15,16862,11914,0,0,564,0,0,0,0,0,0,0,0,0,0,40,242,8,43,243,9,216,319,,,249,336,,,7,8,,7,8,
,,,345024349869123_345031276535097,José Dimas Herrera Mendiola 1.E y Alondra Marlene Herrera Mendiola 3D,0,,,,,,335,,,,,,,,7726,7726,0,11214,11214,0,76,41,48,1,1,10174,7006,0,0,67,0,0,0,0,0,0,0,0,0,0,6,40,3,8,42,4,18,25,,,21,27,,,,1,,,1,
,,,345024349869123_345031756535049,Cristian Daniel Palomares Loyola 1 g,0,,,,,,350,,,,,,,,8607,8607,0,12120,12120,0,451,393,578,3,3,9446,6917,0,0,342,547,616,0,0,4010,5202,0,0,4465,30393,30,72,2,37,86,2,305,7,,173,388,7,,183,2,1,,2,1,
,,,345024349869123_345033549868203,Marely Mendez 2°J presente,0,,,,,,493,,,,,,,,7469,7469,0,10648,10648,0,132,101,123,3,3,9260,6655,0,0,113,0,0,0,0,0,0,0,0,0,0,13,37,,16,39,,22,86,,,34,89,,,2,1,,2,1,
,,,345024349869123_345031593201732,Samuel Eli Fabián García 1b y Edgar Josué Fabián García 3b,0,,,,,,339,,,,,,,,9995,9995,0,13694,13694,0,278,225,327,2,2,9414,6971,0,0,129,92,97,0,0,2598,2699,0,0,6629,105427,23,70,4,25,74,4,125,9,,132,164,9,,154,1,1,,1,1,
,,,345024349869123_345031206535104,Juan Pablo Moreno Ramírez 1h,0,,,,,,309,,,,,,,,11512,11512,0,15723,15723,0,448,277,331,6,7,12619,9218,0,0,337,0,0,0,0,0,0,0,0,0,0,31,215,3,33,228,3,125,169,,,152,179,,,2,5,,2,4,
,,,345024349869123_345032999868258,Edgar leonardo Rodriguez Valenzuela 3 L,0,,,,,,451,,,,,,,,14337,14337,0,20445,20445,0,299,201,246,6,6,15214,10918,0,0,196,0,0,0,0,0,0,0,0,0,0,20,107,8,22,115,13,101,110,,,131,115,,,2,4,,2,4,
,,,345024349869123_345033073201584,Morán Torres Schoenstatt 3 B,0,,,,,,458,,,,,,,,9499,9499,0,14001,14001,0,144,100,140,6,6,12629,8580,0,0,131,0,0,0,0,0,0,0,0,0,0,12,60,2,14,65,3,49,66,,,67,73,,,2,4,,2,4,
,,,345024349869123_345029426535282,Ya no boy en la eta pero quiero saber el chime jaajaj,0,,,,,,158,,,,,,,,2291,2291,0,2866,2866,0,180,141,186,3,3,2642,2138,0,0,168,0,0,0,0,0,0,0,0,0,0,,55,,8,55,,116,31,12,,141,33,12,,1,2,,1,2,
,,,345024349869123_345031846535040,Presente cruz Berenice Vargas Granados de 1A,0,,,,,,320,,,,,,,,6077,6077,0,8291,8291,0,110,78,89,2,2,7488,5582,0,0,98,0,0,0,0,0,0,0,0,0,0,5,34,,6,35,,24,58,,,31,58,,,2,,,2,,
,,,345024349869123_345029773201914,La gunta,0,,,,,,206,,,,,,,,8771,8771,0,12603,12603,0,140,94,127,4,4,9562,6922,0,0,88,0,0,0,0,0,0,0,0,0,0,12,55,1,13,57,1,55,49,,,74,53,,,3,1,,3,1,
,,,345024349869123_345028913202000,No sepudo entrar alas 6:00,0,,,,,,115,,,,,,,,4626,4626,0,7508,7508,0,100,85,106,1,1,7125,4391,0,0,87,0,0,0,0,656,691,0,0,0,161513,,23,1,,23,2,83,6,,,100,6,,,,1,,,1,
,,,345024349869123_345034333201458,Juan Raziel González Lugo 1_H,0,,,,,,551,,,,,,,,11640,11640,0,23705,23705,0,220,143,194,3,3,17926,9025,0,0,149,0,0,0,0,0,0,0,0,0,0,25,93,8,27,93,9,74,87,,,98,96,,,,3,,,3,
109037004060247_171358677828079,"Somos Innovación, Somos Tecnología, Somos Venados, Somos EST 16.",37,171358677828079_171514197812527,.,0,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN4TlRFME1UazNPREV5TlRJM09qRTFPVGcyTVRZAd09UWT0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN5TlRjM01UQTBNemN5T1RBek9qRTFPVGc1TmpVeU1UZAz0ZD,,,,10,,,,,,,,11146,11146,0,22143,22143,0,181,126,153,5,5,17256,9241,0,0,131,0,0,0,0,0,0,0,0,0,0,20,59,,22,62,,43,87,,,56,97,,,1,4,,1,4,
,,,171358677828079_171521327811814,Gracias.,0,,,,,,353,,,,,,,,8351,8351,0,16177,16177,0,151,99,115,5,5,14823,7535,0,0,135,0,0,0,0,0,0,0,0,0,0,12,59,,12,59,,30,73,,,35,80,,,2,3,,2,3,
,,,171358677828079_171525401144740,Buenos días podrían mandar indicaciones para entrar el lunes a clases en línea por favor,0,,,,,,0,,,,,,,,3108,3108,0,5501,5501,0,38,26,27,4,4,5066,2847,0,0,34,0,0,0,0,0,0,0,0,0,0,2,19,,2,20,,11,15,,,12,15,,,1,3,,1,3,
,,,171358677828079_171527821144498,,0,,,,,,321,,,,,,,,8111,8111,0,14160,14160,0,268,155,194,3,3,11805,6794,0,0,225,0,0,0,0,0,0,0,0,0,0,25,127,3,26,129,3,55,120,,,63,131,,,1,2,,1,2,
,,,171358677828079_171535071143773,Gracias por ayudarnos a conocer al personal.,0,,,,,,0,,,,,,,,12158,12158,0,23392,23392,0,174,109,136,4,4,16509,8779,0,0,95,0,0,0,0,0,0,0,0,0,0,23,70,2,24,72,2,70,50,,,83,53,,,2,2,,2,2,
,,,171358677828079_171539667809980,Exelente muy bonita presentación felicidades 👋👋🎓💻📚📓,1,,,,,,0,,,,,,,,5133,5133,0,9039,9039,0,111,84,102,1,1,8599,4674,0,0,99,0,0,0,0,795,834,0,0,0,60478,,34,,,34,,83,4,,,98,4,,,,1,,,1,
,,,171358677828079_171550107808936,,0,,,,,,0,,,,,,,,6832,6832,0,12950,12950,0,115,69,97,4,4,11832,6193,0,0,98,0,0,0,0,0,0,0,0,0,0,10,52,3,12,53,5,29,43,,,52,45,,,2,2,,2,2,
,,,171358677828079_171550554475558,Gracias,0,,,,,,184,,,,,,,,23445,23445,0,42659,42659,0,1117,809,947,14,14,30821,17183,0,0,896,0,0,0,0,0,0,0,0,0,0,72,420,3,76,424,3,220,638,,,277,670,,,8,6,,8,6,
,,,171358677828079_171595031137777,Gracias,0,,,,,,0,,,,,,,,11108,11108,0,19637,19637,0,218,119,135,4,4,17347,9773,0,0,184,0,0,0,0,0,0,0,0,0,0,16,110,1,17,114,2,53,72,,,62,73,,,2,2,,2,2,
,,,171358677828079_171607091136571,Gracias,0,,,,,,10,,,,,,,,8386,8386,0,14240,14240,0,89,66,79,7,7,13079,7617,0,0,77,0,0,0,0,0,0,0,0,0,0,8,36,1,8,39,1,34,35,,,42,37,,,4,3,,4,3,
,,,171358677828079_171633364467277,Hola buenas tardes como entro ala video llamada,0,,,,,,1,,,,,,,,4487,4487,0,8837,8837,0,114,74,101,0,0,5840,2988,0,0,51,0,0,0,0,0,0,0,0,0,0,12,39,7,12,41,9,58,20,,,81,20,,,,,,,,
,,,171358677828079_171636677800279,Disculpen si va a empezar la reunión o no?,0,,,,,,0,,,,,,,,8505,8505,0,15192,15192,0,111,68,78,6,6,13369,7549,0,0,92,0,0,0,0,0,0,0,0,0,0,16,43,,17,45,,25,47,,,28,50,,,3,3,,3,3,
,,,171358677828079_171639161133364,Gracias,0,,,,,,328,,,,,,,,8270,8270,0,15191,15191,0,87,51,58,1,1,13830,7515,0,0,76,0,0,0,0,0,0,0,0,0,0,11,34,1,11,37,2,21,32,,,24,34,,,,1,,,1,
,,,171358677828079_172208307743116,Acabo de entrar alguien sabe algo sobre el grupo de 1 g o hay algún grupo para que me meta porfabor no e sabido nada sobre las clases porfa respondan,1,,,,,,27,,,,,,,1.09E+14,8994,8994,0,15771,15771,0,103,55,67,3,3,12849,7056,0,0,75,0,0,0,0,0,0,0,0,0,0,12,53,,15,54,,32,26,,,40,27,,,1,2,,1,2,
,,,171358677828079_172385001058780,Hola buenas tardes me pueden ayudar alguien sabe algo del grupo 2 i,0,,,,,,72,,,,,,,,9475,9475,0,17321,17321,0,127,90,112,7,7,13705,7687,0,0,67,0,0,0,0,0,0,0,0,0,0,6,43,,7,44,,80,13,,,99,13,,,4,3,,4,3,
,,,171358677828079_172397457724201,Buenas tardes.. podrían decirme como será la clase de hoy xfavor.. para el grupo de 1.º L,0,,,,,,0,,,,,,,,9539,9539,0,17229,17229,0,167,93,110,7,7,15127,8483,0,0,140,0,0,0,0,0,0,0,0,0,0,14,84,2,14,85,2,48,50,,,58,52,,,5,2,,5,2,
,,,171358677828079_172441107719836,Al gien me puede ayudar como puedo en trar alas clases virtuales de 1a,0,,,,,,3,,,,,,,,11337,11337,0,20859,20859,0,208,161,189,7,7,15902,8869,0,0,104,0,0,0,0,0,0,0,0,0,0,16,58,2,16,59,2,101,22,43,,116,23,50,,1,6,,1,6,
,,,171358677828079_172577057706241,Buenos días como entro a mi clase,0,,,,,,21,,,,,,,,12506,12506,0,22310,22310,0,300,197,238,9,9,19417,10658,0,0,247,0,0,0,0,0,0,0,0,0,0,24,116,4,27,117,4,80,132,,,101,137,,,4,5,,4,5,
,,,171358677828079_172577104372903,Alguien me puede ayudar,0,,,,,,37,,,,,,,,7902,7902,0,14338,14338,0,135,94,106,2,2,12149,6778,0,0,114,0,0,0,0,0,0,0,0,0,0,7,49,,11,50,,24,75,,,27,79,,,,2,,,2,
109037004060247_171124211184859,,81,171124211184859_171124841184796,Mary Ramirez Lupita Ramirez,2,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN4TVRJME9EUXhNVGcwTnprMk9qRTFPVGcwTnpjME5UUT0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN4TVRNeE9EVTNPRFV3TnpZAeE9qRTFPVGcwT0RBM01EZAz0ZD,,,,,917681015384755_925397884613068,ETA 16 Dolores Hidalgo,OTI1Mzk3ODg0NjEzMDY4Ojk6MAZDZD,NjM4MzUzMjg3MDk4NTE2Ojk6MAZDZD,https://graph.facebook.com/v8.0/109037004060247_171124211184859/sharedposts?access_token=EAAI6zYHYg7MBAEuCcuy8EGZBuOgfOKEjjbfBufkAtrV4s3SDvxbmNRvflwxNdr0OHti5AP05rLT41BR7VqXfj4IKAx934ZCyNZAQZAlfq4rQ5fgoamEMPRnp8ZAuaA6ZCOf018U7eERrf1zAsIbZApFc2ZB6ZBTMzZC3PCNgWgjrj4iOw9PRdxTiXi6ex3FWbrjPsZD&fields=id%2Cmessage%2Cname&limit=25&after=NjM4MzUzMjg3MDk4NTE2Ojk6MAZDZD,https://graph.facebook.com/v8.0/109037004060247_171124211184859/comments?access_token=EAAI6zYHYg7MBAEuCcuy8EGZBuOgfOKEjjbfBufkAtrV4s3SDvxbmNRvflwxNdr0OHti5AP05rLT41BR7VqXfj4IKAx934ZCyNZAQZAlfq4rQ5fgoamEMPRnp8ZAuaA6ZCOf018U7eERrf1zAsIbZApFc2ZB6ZBTMzZC3PCNgWgjrj4iOw9PRdxTiXi6ex3FWbrjPsZD&fields=id%2Clive_broadcast_timestamp%2Cmessage%2Clike_count%2Creactions&limit=25&after=WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN4TVRNeE9EVTNPRFV3TnpZAeE9qRTFPVGcwT0RBM01EZAz0ZD,,8704,8704,0,13650,13650,0,147,86,104,3,4,12022,7650,0,0,125,0,0,0,0,0,0,0,0,0,0,15,72,1,15,72,1,37,57,,,47,57,,,1,3,,1,2,
,,,171124211184859_171125537851393,"Enterada, gracias.",0,,,,,,,1535428483304839_1544373279077026,ETA 16 Dolores Hidalgo,,,,,,8454,8454,0,12192,12192,0,199,175,227,5,5,9770,6832,0,0,88,0,0,0,0,0,0,0,0,0,0,4,32,5,4,33,7,168,16,,,211,16,,,3,2,,3,2,
,,,171124211184859_171125927851354,Gracias ,0,,,,,,,760430431166607_767662190443431,ETA 16 Dolores Hidalgo,,,,,,7727,7727,0,10713,10713,0,114,75,90,4,4,9639,6987,0,0,95,0,0,0,0,0,0,0,0,0,0,8,47,,8,48,,27,56,,,33,57,,,2,2,,2,2,
,,,171124211184859_171126047851342,Tadeo,0,,,,,,,674885190040434_683109619217991,ETA 16 Dolores Hidalgo,,,,,,9320,9320,0,12830,12830,0,182,92,112,9,9,11159,8344,0,0,141,0,0,0,0,0,0,0,0,0,0,14,95,6,14,100,9,46,51,,,60,52,,,1,8,,1,8,
,,,171124211184859_171126084518005,gracias,0,,,,,,,222450205811439_228805435175916,ETA 16 Dolores Hidalgo,,,,,,9868,9868,0,13700,13700,0,146,94,118,7,7,12168,8801,0,0,115,0,0,0,0,0,0,0,0,0,0,14,68,2,15,73,2,37,20,46,,49,21,48,,2,5,,2,5,
,,,171124211184859_171126241184656,"Enterada, muchas gracias!!! ✨🌷",0,,,,,,,630607787873066_638353287098516,ETA 16 Dolores Hidalgo,,,,,,8858,8858,0,12419,12419,0,170,136,173,11,11,9692,7197,0,0,89,0,0,0,0,0,0,0,0,0,0,5,50,4,7,53,5,109,34,1,,135,37,1,,5,6,,5,6,
,,,171124211184859_171126584517955,Marivel Mellado,0,,,,,,,,,,,,,,6836,6836,0,9447,9447,0,106,57,72,3,4,8673,6323,0,0,92,0,0,0,0,0,0,0,0,0,0,7,60,2,9,61,2,33,1,26,,43,1,28,,,4,,,3,
,,,171124211184859_171126611184619,Gabriel Godinez,0,,,,,,,,,,,,,,10374,10374,0,13703,13703,0,192,100,123,6,6,11329,8563,0,0,133,0,0,0,0,0,0,0,0,0,0,26,94,2,26,97,2,67,39,,,80,43,,,3,3,,3,3,
,,,171124211184859_171126877851259,Enterada gracias buena tarde,0,,,,,,,,,,,,,,11518,11518,0,15689,15689,0,226,147,193,2,2,13780,10219,0,0,162,0,0,0,0,0,0,0,0,0,0,17,106,3,17,111,8,80,73,,,116,77,,,1,1,,1,1,
,,,171124211184859_171126897851257,Gracias,0,,,,,,,,,,,,,,15181,15181,0,20519,20519,0,469,280,340,6,6,16061,11926,0,0,353,0,0,0,0,0,0,0,0,0,0,42,233,5,43,234,5,127,180,,,156,184,,,3,3,,3,3,
,,,171124211184859_171127304517883,Enterada gracias,0,,,,,,,,,,,,,,7046,7046,0,9705,9705,0,55,34,42,2,2,9024,6558,0,0,43,0,0,0,0,0,0,0,0,0,0,5,27,,5,28,,31,3,,,38,4,,,1,1,,1,1,
,,,171124211184859_171127504517863,Gracias,0,,,,,,,,,,,,,,5792,5792,0,7850,7850,0,80,48,69,3,3,7290,5434,0,0,70,0,0,0,0,0,0,0,0,0,0,8,44,,8,47,,30,19,,,47,22,,,1,2,,1,2,
,,,171124211184859_171127531184527,Gracias.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171127624517851,gracias!,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171127797851167,Muy bien gracias!,0,,,,,,,,,,,,,, why put any sustaining investment in it? And if we do get value from it, then we will invest in it, they will invest in creating this thing, they will be sustained, but that ultimately will be shaped by a balance between the utility we get and the implication that that utility has on other aspects of lifeâ€¦ even now, with some of the discourses occurring in the use of smartphones. Weâ€™re recognizing that all of the advantages and benefits and utility that we get from smartphones, come at a cost, which is: neck strain, a lot of broken relationships, lack of good conversation at dinner tables, and stuff like that. So I think there will be a bit of a reconciliation of that, and weâ€™ll see that be tempered into some sort of equilibrium.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171128114517802,Muchas gracias x la información,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171128134517800,Gracias por la información,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171128547851092,Gracias,0,,,,,,,,,,,,,, a little better, a little better, doing that thing that is that thing you do best.â€ Do you think, on that team, there was ever any doubt that eventually the machine would win or was it an open question at one point?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171128617851085,Enterado Luis Raúl Pérez Camacho,0,,,,,,,,,,,,,, it did look like it was going to lose. It actually got behind significantly. Of course on the third day, it came back and some of that is just simply due to the varying ability of the human experience. How good were the players, the contestants on that day, what were the topics that were coming up in subject, and how well were they in line with what they knew?  And even though Watson had ingested 200 million pages of literature, that didnâ€™t mean that it knew everything. Even Watson has some limitations. I think even then there was some doubt. It achieved about 83-85% accuracy, which put it right there in what we call the Winnerâ€™s Cloud. Which gave it a really good fighting chance and I think if we were to build the technology again using modern technique, it mightâ€™ve even been a little bit better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171128921184388,Enterada gracias.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171128984517715,Gricelda Rodrigues Morales,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171129354517678,Gracias,0,,,,,,,,,,,,,, because it was simply deriving that from what was available in the literature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171130051184275,Gracias,0,,,,,,,,,,,,,, â€œYeah, they can kind of beat us at anything.â€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
